char,count
Š,3
6,4
7,4
8,4
9,4
0,4
4,6
5,6
3,7
¯,8
«,8
Â,14
ˆ,17
2,17
W,17
K,18
1,21
[,28
],33
§,34
¹,35
´,37
»,40
®,45
¢,48
),51
(,58
:,63
‰,70
¨,70
Y,70
X,70
?,72
_,73
;,76
ª,76
!,81
Z,83
 ,88
B,99
G,103
F,103
H,104
J,108
©,110
Q,110
',112
,,114
P,121
-,123
.,124
V,125
Ã,125
M,128
D,129
C,129
L,139
U,141
I,144
O,145
R,145
T,146
N,146
A,146
S,149
E,167
