char,count
Š,3
6,4
7,4
8,4
9,4
0,4
4,6
5,6
3,7
¯,8
«,8
Â,12
W,13
2,14
K,16
1,16
ˆ,17
¹,23
[,25
],25
®,26
§,28
»,28
¢,28
´,30
),33
(,40
‰,42
:,42
ª,42
;,44
Y,47
_,47
X,47
¨,48
!,48
Z,49
?,49
 ,53
B,56
H,57
',61
J,61
,,62
F,62
G,64
©,65
V,66
Q,66
.,68
Ã,70
D,71
P,71
M,72
-,72
C,73
L,74
T,78
I,78
R,79
A,79
N,81
U,82
O,85
S,88
E,90
