char,count
¯,3
6,3
7,3
8,3
9,3
Š,3
3,4
K,4
4,4
0,4
«,5
Â,6
5,6
],7
W,7
ˆ,8
§,8
[,8
2,8
1,9
´,10
»,10
(,10
¢,10
¹,10
®,12
:,14
ª,14
Y,15
!,15
X,15
‰,16
 ,16
;,16
_,16
Z,16
),16
¨,17
J,18
?,18
F,19
T,20
H,20
G,20
P,20
.,20
,,20
©,20
',20
V,22
B,22
Q,22
M,23
D,23
A,23
Ã,23
C,23
-,23
R,24
N,24
I,24
S,25
O,26
E,26
L,26
U,26
