char,count,percentage
E,13700.0,11.842196251988106
O,11352.0,9.812599405297005
T,11340.0,9.802226678652929
A,11329.0,9.792718345895858
L,11328.0,9.791853952008852
F,11328.0,9.791853952008852
R,11328.0,9.791853952008852
P,11328.0,9.791853952008852
N,11328.0,9.791853952008852
C,11327.0,9.790989558121845
